g1,g2,g3,score
IL21,PPP1R13L,TUBA1B,0.7929018940668361
CX3CL1,DNMT1,IL21,0.7929018940668361
IL21,TOP2A,TP53AIP1,0.7929018940668361
IL21,PERP,TOP2A,0.7929018940668361
ACTR2,IL21,TOP2A,0.7929018940668361
IL21,PLA2G1B,TUBA1B,0.7929018940668361
HMMR,IL21,TUBA1B,0.7929018940668361
DNMT1,IL21,TUBA1B,0.7929018940668361
IL21,MBNL1,TUBA1B,0.7929018940668361
IL21,TUBA1A,TUBA1B,0.7929018940668361
IL21,TUBA1B,TUBA4A,0.7929018940668361
IL21,TOP2A,TUBA1B,0.7929018940668361
IL21,TP53AIP1,XRCC4,0.7929018940668361
IL21,TUBA1B,TUBB3,0.7929018940668361
IL21,TUBA1B,XRCC4,0.7929018940668361
IL21,MBNL1,RUNX1,0.7929018940668361
IL21,MBNL1,TOP2A,0.7929018940668361
IL21,NCKAP1L,TOP2A,0.7929018940668361
IFNAR2,IL21,TOP2A,0.7929018940668361
IL21,MBNL1,XRCC4,0.7929018940668361
IL21,NOTCH1,XRCC4,0.7929018940668361
ACVR1,IL21,XRCC4,0.7929018940668361
IL21,TUBB3,XRCC4,0.7929018940668361
ACVR1,NFE2L2,XRCC1,0.7929018940668361
ACVR1,IL21,XRCC1,0.7929018940668361
RUNX1,TUBA4A,XRCC1,0.7929018940668361
ACVR1,DNMT1,TUBA1C,0.7929018940668361
CRH,HMMR,PERP,0.7929018940668361
MC2R,RUNX1,TUBB3,0.7929018940668361
ACVR1,TUBB3,UBQLN1,0.7929018940668361
ACTR2,ACVR1,NCKAP1L,0.7929018940668361
ACTR2,ACVR1,GNRHR2,0.7929018940668361
ACTR2,ACVR1,RRM1,0.7929018940668361
ACTR2,ACVR1,APP,0.7929018940668361
ACTR2,ACVR1,PSMC5,0.7929018940668361
ACTR2,ACVR1,MBNL1,0.7929018940668361
ACVR1,IL21,TUBA1C,0.7929018940668361
ACVR1,TUBA1C,TUBA4A,0.7929018940668361
CRH,HMMR,TP53AIP1,0.7929018940668361
ACVR1,TP53AIP1,TUBA1C,0.7929018940668361
ACTR2,ACVR1,NOTCH1,0.7929018940668361
ACVR1,IFNAR1,TUBA1C,0.7929018940668361
ACTR2,ACVR1,PLA2G1B,0.7929018940668361
ACVR1,CCNK,TUBB3,0.7929018940668361
ACVR1,HMMR,MC2R,0.7929018940668361
ACVR1,CYP17A1,MC2R,0.7929018940668361
ACVR1,MC2R,PAPOLA,0.7929018940668361
ACVR1,CCNK,IFNAR1,0.7929018940668361
ACTR2,ACVR1,CCNK,0.7929018940668361
CRH,DNMT1,HMMR,0.7929018940668361
CRH,HMMR,RHOC,0.7929018940668361
ACVR1,CCNK,XRCC1,0.7929018940668361
CASP10,CRH,DNMT1,0.7929018940668361
CRH,MBNL1,SOX10,0.7929018940668361
CRH,PRDX4,SOX10,0.7929018940668361
CRH,SOX10,TUBA1B,0.7929018940668361
CRH,GNRHR2,SOX10,0.7929018940668361
CRH,GNRHR2,TUBA1C,0.7929018940668361
CRH,GNRHR2,HMMR,0.7929018940668361
CRH,GNRHR2,PAPOLA,0.7929018940668361
CRH,HMMR,TUBA1C,0.7929018940668361
CRH,HMMR,TUBA1B,0.7929018940668361
CRH,DNMT1,RUNX1,0.7929018940668361
CRH,DNMT1,XRCC1,0.7929018940668361
CRH,HMMR,NFE2L2,0.7929018940668361
CRH,DNMT1,XRCC4,0.7929018940668361
CRH,DNMT1,TOP2A,0.7929018940668361
CRH,DNMT1,IRS1,0.7929018940668361
APP,CRH,DNMT1,0.7929018940668361
